customer_id,persona,upi_monthly_inflow_avg,upi_inflow_volatility,upi_active_days_per_month,gst_monthly_turnover,gst_filing_consistency,utility_payment_regularity,utility_avg_delay_days,telecom_recharge_frequency,telecom_recharge_consistency,ecommerce_txn_frequency,ecommerce_return_rate,mobility_active_days,mobility_distance_trend,existing_bureau_flag,existing_bureau_score_partial,months_of_data_available,num_sources_available,default_label
21608812-18bf-4a2f-b69e-7896b6bf5713,Gig Worker,32188.54,0.4812,24,,,0.6767,12.11,1.95,0.4589,,,14.61,0.081,False,,17,4,0
a7071302-fce5-4592-ae1f-4dee49ca0778,First-time Borrower,67589.34,0.1654,21,,,0.8323,0.84,2.64,0.7936,,,,,True,684.0,19,3,0
045c8a41-6ae3-48d4-adf7-69d5290b01d6,First-time Borrower,82053.67,0.2146,24,,,0.9073,2.54,,,,,,,True,772.0,25,2,0
27df2861-401d-400a-92ac-b4ffb2312ee5,Small Merchant,98483.14,0.3686,23,232260.44,0.6778,0.6549,12.35,,,3.7,0.1563,,,True,643.0,16,4,0
133a5380-5af6-49c8-9f20-7ef61dbfdc0e,Gig Worker,31172.45,0.3349,24,,,,,2.42,0.7021,,,19.54,0.0781,False,,21,3,0
f5660878-5e6b-42dc-b016-d9b680d82e1c,Small Merchant,185280.42,0.2661,26,438718.71,0.8717,0.8889,1.3,3.06,0.9532,7.53,0.1185,,,False,,27,5,0
63894a10-8e54-4153-bd67-e971e90ca81f,Gig Worker,42214.68,0.3248,29,,,,,3.04,0.8336,,,18.55,0.1546,False,,23,3,0
76485245-6423-4783-9299-0dcbe2293491,Small Merchant,82085.86,0.4597,20,164954.53,0.54,0.5738,17.27,,,3.14,0.2268,,,False,,17,4,1
6fb44d88-f245-4abd-b88d-d7a3b643db39,Small Merchant,120434.92,0.2956,24,262605.9,0.7001,0.792,9.55,2.8,0.6591,6.34,0.1638,,,False,,16,5,1
3747fa40-abed-451d-95b1-e81dd2615cd4,Informal/Rural Worker,10291.2,0.6576,11,,,0.4829,15.04,1.37,0.4923,,,,,False,,11,3,0
b96e39ae-db70-47a4-b6ae-38710f902f17,First-time Borrower,81016.84,0.11,27,,,0.8454,4.49,,,,,,,True,755.0,27,2,0
1983c26a-9b8a-4f27-82bb-c4f63dee1d67,First-time Borrower,87253.2,0.2045,28,,,0.8918,4.43,3.02,0.8785,7.91,0.091,,,True,738.0,28,4,0
c259461e-c593-4648-bf6d-d2a40f4f7573,Small Merchant,109513.73,0.4173,23,154990.28,0.6747,0.5287,8.56,,,2.96,0.1805,18.67,0.0017,False,,14,5,0
4aa06c0f-bf9c-4d5c-a7c6-56af8800f987,Informal/Rural Worker,30025.45,0.4358,16,,,0.7915,4.88,2.67,0.8213,,,,,False,,25,3,0
99c3448f-50ce-4ca9-92ad-16bac3a5796d,Small Merchant,138471.29,0.1822,25,312518.17,0.7563,0.7882,6.96,,,7.8,0.1084,20.18,0.0509,False,,23,5,0
98f335c0-e8d2-44e7-ada6-cd215ce176ba,Small Merchant,153709.01,0.2823,25,349131.8,0.8089,0.8884,8.76,2.84,0.8101,8.85,0.1499,22.73,0.1498,False,,26,6,0
dc685246-f377-4b1b-bff1-9c401df709ee,Small Merchant,158063.91,0.318,26,333683.43,0.8207,0.9155,3.07,,,5.43,0.0747,,,False,,29,4,1
4baba79b-436f-4a75-83d6-234257376c88,First-time Borrower,33586.45,0.2483,15,,,0.6548,15.99,,,1.46,0.1609,,,True,452.0,15,3,0
67b61084-2395-4368-9f7e-2f71486c3fb9,Informal/Rural Worker,24054.26,0.3597,13,,,0.7736,3.15,3.28,0.832,,,,,False,,24,3,0
a55ced95-9d8d-4607-beb0-f25922b2f00f,Informal/Rural Worker,19185.56,0.4572,11,,,0.7179,11.91,2.59,0.5551,,,,,False,,20,3,0
727ec9ec-5a13-4652-a9d3-0af73af1ed3f,Small Merchant,98237.5,0.357,25,219351.59,0.7998,0.742,9.53,2.56,0.5808,4.39,0.1989,,,True,542.0,13,5,1
351bd359-e203-4369-8dd9-0cea67d80b17,Small Merchant,88415.85,0.4241,22,171503.62,0.6255,0.5666,10.15,2.09,0.5391,4.36,0.2562,17.64,-0.0909,False,,20,6,1
0b4004cb-f345-46a8-91ae-e239034ee1d7,Small Merchant,176439.5,0.2111,27,382603.16,0.7862,0.7836,5.3,,,6.31,0.1265,,,True,710.0,24,4,0
134b1490-ce5a-4581-a2da-ab60df871b6b,Gig Worker,42321.42,0.3741,24,,,,,2.26,0.6727,,,20.68,0.0898,False,,15,3,0
58290acd-4f6a-4af8-aa96-d7e4545fbd55,Small Merchant,162455.58,0.3012,27,350257.52,0.8531,0.8217,4.87,,,8.74,0.0951,,,False,,32,4,0
3f6b569f-3ce5-4aff-ac57-50a18d219d00,Informal/Rural Worker,15440.86,0.7017,10,,,0.6596,14.59,2.01,0.5949,,,,,False,,14,3,0
46ffa3b8-cbde-4692-9108-bd7e44a25609,Small Merchant,43825.2,0.4294,20,98616.0,0.5444,0.4572,15.62,1.33,0.5291,2.81,0.2147,,,False,,9,5,0
b71b7d78-0812-47ca-a51f-2e909e6fdf44,First-time Borrower,50940.08,0.2311,19,,,0.6277,8.91,2.63,0.5936,,,,,True,598.0,21,3,0
d02a80d1-80b5-4172-981e-bea5813db303,First-time Borrower,54135.39,0.1777,23,,,0.5797,8.0,,,6.55,0.1991,,,False,,18,3,0
060fdc24-b996-4533-acc2-f12351ca076d,First-time Borrower,77776.29,0.1691,20,,,0.9348,0.19,,,8.03,0.0594,25.93,0.317,True,738.0,27,4,0
2a4c786a-209e-4114-ad44-baa8eebcab7b,Informal/Rural Worker,24314.45,0.4263,12,,,0.8106,9.15,3.01,0.6154,,,,,False,,21,3,0
75ad1f64-fbbf-413e-9203-ba61c784cc29,First-time Borrower,41795.99,0.208,18,,,0.5137,12.37,,,,,,,True,501.0,11,2,0
e2273ce5-13e3-4983-b0e5-43de600b22db,Informal/Rural Worker,30513.33,0.3423,11,,,0.7283,8.49,2.81,0.7103,,,,,False,,25,3,0
2ffcc479-e504-4765-8475-e1b713ea4662,First-time Borrower,57400.82,0.226,18,,,0.7422,7.82,,,3.37,0.1548,,,True,684.0,22,3,0
6a85bc73-d078-4b68-8f4e-679a6cddd90d,First-time Borrower,81695.5,0.1693,22,,,0.895,2.25,,,,,,,False,,29,2,0
665f4646-e4c6-42ae-9177-5e7f0c7c36b1,First-time Borrower,69256.54,0.1535,21,,,0.6839,2.61,2.56,0.7497,,,,,False,,23,3,0
ef6f7da4-cc22-4c55-8a61-187106ecb511,First-time Borrower,58280.46,0.1615,22,,,0.819,7.11,,,,,,,True,645.0,22,2,0
112367c2-4dd2-4e71-b136-6f444389af88,First-time Borrower,64762.89,0.1657,19,,,0.5998,10.57,,,,,,,False,,18,2,0
7de34b03-85c1-446a-9a5c-0cea41941e62,Small Merchant,117587.85,0.3657,25,251861.76,0.6556,0.751,12.92,2.55,0.5309,5.85,0.1515,,,True,644.0,24,5,0
e3b36c5c-0a07-4373-affc-884037765b38,First-time Borrower,62634.22,0.2213,21,,,0.69,7.31,,,,,,,False,,19,2,0
d2e9de79-0f44-42a9-8bb6-d63ffd9e4236,Gig Worker,44343.46,0.2997,25,,,0.831,6.1,2.82,0.9201,6.76,0.1489,24.2,0.0367,False,,25,5,0
8edbb5bb-bc62-4d80-b937-8a4e7d96cad8,Gig Worker,22689.77,0.4725,17,,,,,1.54,0.568,4.81,0.2265,17.73,-0.0733,False,,11,4,0
e574dffd-be1a-42d9-a0e5-b6469651d9f9,Gig Worker,35421.16,0.3439,26,,,,,2.35,0.6749,,,19.96,0.0653,False,,19,3,0
facea35c-391d-4914-9e5b-d3892d1da4f4,Informal/Rural Worker,23509.36,0.3425,14,,,0.75,10.43,2.41,0.7475,,,,,False,,20,3,0
6873da00-0420-4902-b31f-0f017ddc2fd7,Small Merchant,185689.89,0.1635,26,365237.9,0.8201,0.8645,0.0,,,9.11,0.1487,22.93,0.2055,True,757.0,26,5,0
aeaed83b-9d84-4f7e-8202-e814a583acf1,Small Merchant,195077.57,0.2036,27,396180.41,0.8762,0.9044,5.75,,,9.64,0.0924,,,False,,28,4,0
42c893c2-e68a-4b91-8a6d-2fdf46534434,Gig Worker,20405.03,0.4828,18,,,0.3582,15.22,1.57,0.4798,,,10.05,-0.0657,False,,13,4,1
675aca69-c011-46f8-988b-3a845019f24d,Gig Worker,17926.07,0.4094,22,,,,,1.67,0.513,1.97,0.2322,15.35,-0.1398,False,,17,4,1
0ec3dc9c-c345-42ef-bc1e-4a188365a8fe,Gig Worker,35620.4,0.3693,22,,,,,1.72,0.6594,,,18.17,-0.0974,False,,20,3,0
38e54578-7b76-4516-938b-99f5431cf591,Informal/Rural Worker,17828.0,0.5844,12,,,0.6517,12.19,1.6,0.5721,,,,,False,,17,3,0
e4d03735-5fb5-452e-afe3-841505d88487,First-time Borrower,83536.75,0.225,26,,,0.8289,3.55,,,,,,,True,831.0,33,2,0
aa81d347-c88c-4251-99cd-448ccc4360f5,Gig Worker,40703.99,0.2519,23,,,0.76,3.38,2.43,0.7208,8.2,0.1698,22.85,0.1361,False,,21,5,0
2f6055de-c9be-491a-bf8b-d45a6a7c9438,Informal/Rural Worker,25502.24,0.3809,16,,,0.8419,10.97,1.97,0.647,,,,,False,,14,3,0
f3534558-3f3a-4be6-9428-d357918eaca5,Informal/Rural Worker,21518.16,0.4922,13,,,0.7258,11.34,,,,,,,False,,21,2,0
707e46d7-f033-4645-b098-247803612fd0,Small Merchant,101419.48,0.3954,22,201846.13,0.7215,0.5895,6.21,2.5,0.7954,5.02,0.1966,,,True,628.0,13,5,0
ea28d554-f966-48ab-9498-4c2d75853eeb,First-time Borrower,38830.79,0.187,16,,,0.5859,11.5,,,,,,,True,545.0,21,2,1
37682720-2c7e-4eb0-ae06-61f98d368124,First-time Borrower,58008.24,0.2768,15,,,,,2.28,0.7114,,,21.52,0.0287,False,,16,3,0
db49867c-5122-43f2-baf3-7b123789894e,Informal/Rural Worker,26071.69,0.5134,14,,,0.7765,6.76,2.36,0.7823,,,,,False,,22,3,0
a94907e8-29a2-4122-b0b0-3ef4aded0cbf,First-time Borrower,47695.58,0.1738,17,,,0.7098,12.3,2.25,0.6439,6.08,0.1477,,,True,611.0,20,4,0
149db73c-2b42-4f34-bdf7-e95040669787,Informal/Rural Worker,21278.21,0.4366,11,,,0.6667,13.39,2.18,0.6713,,,,,False,,14,3,1
4692e2f5-4e8a-41ca-a0ee-0804b8e4d296,Informal/Rural Worker,27651.52,0.3352,22,,,0.81,5.39,3.34,0.8394,,,,,False,,33,3,0
7f330653-1084-4187-a92b-1b6e28b8c196,Gig Worker,18025.75,0.4591,20,,,,,,,,,13.29,0.0292,True,498.0,13,2,1
e82738c5-b73e-4d3c-81fd-245e6563e60b,Small Merchant,46548.86,0.4562,20,52537.26,0.5067,0.4164,18.0,,,1.92,0.2148,,,True,431.0,5,4,0
6915a256-9378-43fd-8ef1-b9ba91f21bad,Small Merchant,168591.07,0.1982,23,312507.51,0.7266,0.6399,6.29,,,6.84,0.1206,,,False,,20,4,0
421f6cd9-45b6-4991-9647-e017f6357fa8,First-time Borrower,75597.67,0.2389,26,,,,,,,7.87,0.1314,23.17,0.1271,True,769.0,30,3,0
05007924-538c-4331-b4b8-e6a884118aec,Gig Worker,31057.12,0.3855,24,,,,,1.78,0.5164,,,17.86,-0.0303,False,,20,3,0
04a97850-8c89-474c-869b-1eab035c1e50,Informal/Rural Worker,19233.41,0.37,16,,,0.5902,7.07,1.95,0.6427,,,,,True,610.0,22,3,0
dc32872c-c241-443b-ab72-d4cd052ff89c,First-time Borrower,63522.27,0.1761,19,,,,,,,,,,,True,565.0,15,1,0
03774852-8c9f-4dff-a5aa-cc557d0ab7af,Informal/Rural Worker,19624.1,0.489,13,,,0.6309,10.73,,,,,,,False,,14,2,1
196cca2d-dece-49f0-bef2-1b36f352406e,Gig Worker,26117.76,0.5109,20,,,,,1.6,0.5238,5.02,0.2281,16.6,0.0139,False,,12,4,0
2d773099-8791-4585-a81a-e49472dd34c6,Informal/Rural Worker,14958.49,0.4749,13,,,0.7383,11.65,1.74,0.6274,,,,,False,,11,3,1
52fd0bd3-4ce3-4056-a207-5aa1b7a8c491,First-time Borrower,52798.17,0.2828,23,,,0.611,12.62,,,4.82,0.1566,,,True,553.0,18,3,0
3557876d-0119-4081-985d-adcdc335f0ad,Small Merchant,154327.33,0.2615,27,330401.71,0.9028,0.7247,6.26,,,8.16,0.0664,,,True,694.0,28,4,0
b0593f04-9f1e-4b10-adb7-a8b3ae2c2188,Gig Worker,28537.91,0.386,25,,,,,1.98,0.5768,5.54,0.1707,17.51,-0.0397,False,,23,4,0
e95a0e8b-cdcd-4cd8-a974-8c3897783e41,First-time Borrower,56075.66,0.1594,25,,,0.5655,13.0,,,,,,,True,608.0,21,2,0
26ab32a3-5749-4bc8-9891-95fc0d13dfed,Informal/Rural Worker,27215.6,0.3702,16,,,0.6516,9.72,2.66,0.7499,,,,,True,662.0,22,3,0
4fc6b458-f267-432d-930c-75a39286fd2f,Informal/Rural Worker,20858.35,0.4455,9,,,0.5899,16.27,1.59,0.585,,,,,False,,14,3,0
43c57a70-0ee6-4c4d-aacf-76641b47b4e2,First-time Borrower,59032.11,0.1139,18,,,0.612,8.61,,,,,,,False,,18,2,0
8124a24e-eefe-42da-bb7d-9c3a266f794c,First-time Borrower,58638.34,0.2067,21,,,0.5996,11.2,2.38,0.7101,3.77,0.1702,,,True,520.0,15,4,0
54554f3c-c474-48bf-9d4c-35c6609ef808,Gig Worker,36095.26,0.3496,28,,,,,2.23,0.7909,5.81,0.164,20.92,0.0196,False,,24,4,0
54b3e352-4c76-44ef-9f48-928742af782d,Gig Worker,39078.1,0.3904,23,,,,,2.66,0.7364,7.22,0.1553,19.4,0.0349,False,,17,4,0
ccc8a836-4e8f-4977-b348-64363abab36f,First-time Borrower,34239.29,0.2509,15,,,0.4531,17.47,,,3.36,0.2471,,,True,477.0,8,3,1
79d04a96-9ebe-4d77-89fa-2f956b18780e,First-time Borrower,71156.74,0.1558,26,,,0.7285,3.58,3.26,0.7218,,,,,False,,23,3,1
f4f15881-d2fb-490e-bda2-74b157723886,Gig Worker,29626.17,0.461,20,,,0.5461,13.38,1.62,0.5108,5.76,0.2627,15.99,-0.0587,False,,13,5,1
9d1d14a3-f06c-4355-9dcf-3933bfa56bad,Informal/Rural Worker,15332.49,0.433,12,,,0.6719,7.78,2.16,0.5975,,,,,False,,18,3,0
21f4340e-5fff-4b7b-b54d-094504aef65a,Gig Worker,32654.03,0.3388,23,,,,,2.28,0.7789,,,22.35,0.1193,False,,26,3,0
4833666e-a54c-4975-8e09-533508534020,Informal/Rural Worker,28195.11,0.3287,16,,,0.9649,0.5,,,,,,,False,,31,2,0
79a97e7b-c096-4848-96ca-6509aa6c65db,Informal/Rural Worker,23434.29,0.5603,10,,,0.8372,7.62,2.27,0.6644,,,,,False,,21,3,0
bbd4247a-969b-4616-9fbc-fc59a3a16a1e,First-time Borrower,95551.09,0.1509,25,,,0.8791,5.31,,,,,,,True,726.0,30,2,0
49f887f5-55c8-4b7b-9d67-6fe0a4ae8657,Gig Worker,51163.55,0.2774,28,,,,,2.45,0.6992,,,23.24,0.2407,True,720.0,23,3,0
7d7a7cf3-8f54-41ef-8c11-a9a87ea41f6b,First-time Borrower,61607.71,0.1577,20,,,0.6788,8.89,2.65,0.7359,7.73,0.1117,,,True,659.0,22,4,0
c2f3d1f8-fa89-4192-a04d-8430a02c0912,Gig Worker,37776.64,0.2872,21,,,0.7359,4.34,2.9,0.6618,,,,,False,,20,3,0
a0d54a88-f6d1-4f3f-9f0c-41be94b4a78c,First-time Borrower,76295.42,0.2113,22,,,0.8363,3.78,2.69,0.7421,,,,,False,,25,3,0
3d097b7b-a968-4a48-ae19-b8362d157a33,Informal/Rural Worker,27149.68,0.4251,21,,,0.8891,5.55,3.66,0.7884,,,,,False,,31,3,0
47cb60a7-f515-4ac8-bf30-a1f80a0b45ad,Gig Worker,33112.51,0.3757,23,,,,,,,,,19.46,0.0176,False,,22,2,0
0f77f085-553a-41b0-a635-843f8ca277e0,Informal/Rural Worker,12824.43,0.5478,12,,,0.6367,14.08,1.53,0.582,,,,,False,,14,3,0
b65d5f0a-ddd8-42e7-aab6-a81a23d728f2,Small Merchant,70017.22,0.4459,21,174973.35,0.6702,0.5585,13.12,,,4.99,0.1807,,,True,577.0,17,4,0
6d26f8c6-e2da-446b-91e7-397cf5bf504b,First-time Borrower,61728.56,0.2256,22,,,0.6752,9.45,,,,,,,False,,23,2,0
c3b46a35-1815-4f50-8910-2edce217f940,Small Merchant,164288.24,0.2951,25,328417.23,0.8491,0.8237,8.13,2.29,0.8186,8.74,0.1292,,,False,,26,5,0
39aea26f-da06-47af-8d3b-b6cbd5e9e14d,First-time Borrower,33679.24,0.2909,14,,,0.6087,14.13,2.07,0.6075,3.48,0.2064,,,True,534.0,7,4,0
00dfb0cf-7b1e-4f2c-bb68-c9b73644131c,Informal/Rural Worker,27640.96,0.3895,17,,,0.8181,5.12,2.96,0.7581,,,,,False,,20,3,0
44a0faf8-91bc-4d19-9b46-9be556efb8c2,First-time Borrower,60216.79,0.1837,16,,,0.578,14.36,,,,,,,True,557.0,17,2,0
c1b91c20-57fb-46c6-b022-005843e883fb,First-time Borrower,71697.63,0.1636,23,,,0.8868,2.07,,,7.3,0.1346,,,True,767.0,22,3,0
709249f4-90df-4bed-9962-d3a787c694e5,Informal/Rural Worker,29754.85,0.3124,20,,,0.6868,5.99,2.5,0.7478,,,,,False,,21,3,0
4d7a9871-a3f8-400f-a9f2-b3dcad7d390c,Small Merchant,102883.2,0.3536,21,224792.84,0.7236,0.7074,8.78,2.17,0.705,3.24,0.212,,,False,,20,5,0
87528ea3-7774-4c8a-b0de-dd5e9a8e43bd,Small Merchant,82608.54,0.3598,25,207022.33,0.5372,0.6132,12.75,1.58,0.5888,4.26,0.1673,,,True,548.0,16,5,0
f2797045-24aa-4dee-9ae4-e1d986d135eb,Small Merchant,109661.26,0.2839,23,223246.12,0.818,0.6842,11.23,,,4.15,0.1744,,,False,,16,4,0
81a6c5d8-963f-4ad3-ba1a-16ebcd4325eb,Gig Worker,35478.73,0.4334,22,,,,,1.88,0.6817,,,,,False,,19,2,1
a0dad7c8-f9fe-45cc-a905-4d2fda6ba82c,Gig Worker,41801.69,0.2734,24,,,,,2.89,0.8736,,,25.73,0.2071,False,,27,3,0
974e7363-4ac8-465d-8c0d-fd530542414c,Gig Worker,36531.84,0.3441,19,,,,,2.13,0.5845,,,17.07,-0.009,False,,17,3,0
a8260442-1673-4791-a927-73cb68a97fcf,Small Merchant,80598.52,0.4305,19,125706.09,0.5826,0.5474,9.16,,,4.75,0.2834,14.0,-0.0749,True,517.0,15,5,0
f670e81f-68e9-4c8a-9d58-ad7ab82bb7cc,Gig Worker,41766.96,0.2692,25,,,0.8465,8.97,2.57,0.6653,,,24.84,0.055,False,,22,4,0
2a859add-1a1d-4554-9efe-f9c95b457d98,Small Merchant,133157.94,0.2257,24,330443.46,0.8034,0.8245,8.74,2.6,0.6886,6.6,0.1795,,,False,,26,5,0
5ba67244-f141-4e8f-999e-19091dcadc0d,Informal/Rural Worker,25657.82,0.3576,18,,,0.8561,8.13,2.44,0.8394,,,,,False,,23,3,0
5ed8f369-f28a-46f5-b0fe-ef97b2d4ecab,Informal/Rural Worker,19905.58,0.3894,15,,,0.6295,8.25,2.32,0.6593,,,,,False,,21,3,0
39e1d0da-042e-4772-b0a9-3c872d507647,Informal/Rural Worker,27798.46,0.4622,18,,,0.7737,4.21,2.83,0.7728,,,,,False,,30,3,0
99520c44-624e-40ea-bf69-d5b0723cc521,Informal/Rural Worker,21712.98,0.5272,11,,,0.6983,9.25,1.96,0.5913,,,,,False,,30,3,0
ac10d366-4abc-4dc5-b1ba-42d3a108b7a8,First-time Borrower,54471.73,0.2515,18,,,0.6184,8.08,,,,,16.76,-0.0327,False,,15,3,0
3ddd1206-06b6-4c5f-a44e-446b85a7a32e,Small Merchant,75872.45,0.3784,25,171691.58,0.6812,0.5975,15.9,1.54,0.5197,2.03,0.2396,,,True,491.0,10,5,0
7891126c-0d0e-465e-a43e-6996e9b31950,Small Merchant,98781.63,0.3139,22,188006.96,0.6616,0.656,12.14,,,3.73,0.1885,,,True,559.0,19,4,0
a8f1cd5b-715c-4dde-88eb-f466d979e030,Informal/Rural Worker,11994.77,0.6297,11,,,0.5614,14.47,1.57,0.5482,,,,,False,,15,3,0
39ed21bc-22ee-4b43-be2d-d92b371f8fc3,Gig Worker,36881.65,0.2984,23,,,,,2.34,0.7249,,,,,False,,19,2,0
5acf053d-8c28-4a01-810b-361ad38036be,Gig Worker,39125.84,0.4201,20,,,,,2.27,0.6709,5.66,0.1615,18.63,0.0323,False,,20,4,0
f4b4f641-4568-4664-954b-618126a6f446,First-time Borrower,46378.4,0.2406,18,,,0.6521,6.34,,,4.37,0.1829,,,False,,16,3,0
10af6c30-6a8b-4711-bef7-d5124f3a34ea,Informal/Rural Worker,32116.48,0.3145,19,,,,,3.95,0.941,,,,,False,,26,2,0
b2e111ff-4822-49a3-8d63-88741bb78dcf,First-time Borrower,39700.02,0.1825,16,,,0.4641,12.62,1.97,0.5664,,,,,True,478.0,9,3,1
0f5be0d4-42b1-4a71-a24d-20bd4813cf18,Small Merchant,103622.7,0.316,23,233395.15,0.6885,0.6707,6.45,,,6.42,0.214,,,False,,21,4,0
ee685a2a-4009-4dd8-8aaa-2483bdf3b3d0,Gig Worker,46862.22,0.4156,24,,,,,2.4,0.5739,,,17.8,0.1011,False,,21,3,0
c2315f91-9d6d-431d-80f7-672812ff6388,First-time Borrower,38544.19,0.2154,17,,,0.5623,12.74,1.54,0.5265,1.81,0.2232,,,False,,9,4,1
bc4aa51c-b3bf-40d8-a6e5-6243cdb301b2,Small Merchant,175285.43,0.2733,28,407888.7,0.8269,0.8842,2.26,,,,,,,True,756.0,25,3,0
452ce242-d2bc-48c6-8fd7-0f4788604584,Small Merchant,199153.56,0.3151,28,376338.61,0.8433,0.9125,3.56,3.42,0.8498,7.84,0.0919,,,False,,29,5,0
aff9a040-3d56-41e0-a40f-fc8b15bab585,First-time Borrower,54554.03,0.1337,24,,,0.8501,6.2,2.95,0.6549,,,,,True,714.0,23,3,0
c67d5d4b-449f-492e-8885-8ac58e64a30d,First-time Borrower,29238.76,0.257,13,,,0.584,15.66,,,,,,,False,,12,2,0
01db680d-f4db-4ea7-ba1d-1b9fbd85ea53,Small Merchant,161502.12,0.2921,26,377720.27,0.8486,0.7208,6.24,,,8.48,0.1527,,,False,,24,4,0
39f6bec5-47c7-410f-ac52-ea6f01ae2be8,First-time Borrower,62656.7,0.2665,19,,,0.6173,5.84,2.11,0.6672,4.96,0.1669,,,True,610.0,12,4,0
0243bf51-cdea-4dc8-9328-974d36e54b3b,Gig Worker,44131.84,0.3532,22,,,,,2.99,0.7962,,,22.43,0.1138,True,622.0,19,3,0
7e3fea53-0d46-414a-8b84-0b1e43eeeae8,Informal/Rural Worker,34623.42,0.2865,22,,,0.9857,1.49,2.94,0.8862,,,,,False,,30,3,0
d05fc194-6c2f-47f6-820f-9c9fb26680e4,Gig Worker,30134.59,0.3122,19,,,0.8075,5.94,2.2,0.6681,,,19.57,0.1448,False,,19,4,0
4a31c263-bb7b-4d30-af1f-b3f4902239d3,First-time Borrower,75897.2,0.1462,25,,,0.8257,1.35,,,7.93,0.1439,,,True,785.0,30,3,0
c7c653e9-5181-47ec-968a-414c2c07ad8b,Gig Worker,29156.18,0.4607,20,,,,,1.78,0.5313,,,18.4,-0.028,False,,17,3,1
9a607bbb-aa89-43e1-92e0-c61d77c3afee,First-time Borrower,66523.98,0.1709,24,,,0.7848,6.47,,,6.52,0.2057,,,True,673.0,27,3,0
071600c2-5e27-4e79-8663-59bc9d336b48,First-time Borrower,33722.0,0.2859,10,,,0.5439,11.26,,,,,,,True,432.0,11,2,1
97034c5b-b74e-4533-9b32-0f636d481c4f,Small Merchant,128613.38,0.3436,23,239176.39,0.6958,0.6297,12.77,,,2.5,0.2036,,,False,,11,4,0
88200896-8eee-476f-9d93-bc47e4d5f262,Small Merchant,151365.17,0.3711,25,273303.1,0.8184,,,,,8.58,0.1238,,,False,,23,3,0
41d59e92-6523-42ca-ba6a-3be351e4de43,Informal/Rural Worker,23322.34,0.2887,16,,,0.8258,6.54,3.51,0.8621,,,,,False,,23,3,0
cedfe071-0175-41b6-82f6-463425c858bc,Small Merchant,61317.3,0.3187,22,175239.44,0.574,0.579,10.08,,,3.96,0.2034,,,True,496.0,9,4,1
c1fedb8e-754c-4f23-a1f2-20a7c8730729,Informal/Rural Worker,17473.19,0.4514,15,,,0.6485,8.55,2.5,0.6892,,,,,False,,20,3,0
11eaa686-c189-434f-858c-0c06add1d9ac,Gig Worker,50264.49,0.3261,28,,,0.8686,4.25,3.16,0.8416,10.25,0.0823,20.0,0.2314,True,694.0,26,5,1
a1fc55ab-c5d0-4c45-82ea-7109bc8aa6e1,First-time Borrower,67875.01,0.185,21,,,,,2.73,0.7958,,,,,True,673.0,29,2,0
2f49dc6a-a0af-4fda-8cf8-156a31b2e5bd,Gig Worker,34667.96,0.3963,22,,,,,2.28,0.802,,,23.58,0.0317,False,,18,3,0
3012aed8-87e1-4aae-9418-d8dc23bb8410,Gig Worker,41159.59,0.4001,28,,,,,3.02,0.7544,,,21.23,0.215,False,,25,3,0
fb2269c6-e277-48b7-8dc0-d9d17c5d76a2,First-time Borrower,88784.78,0.2267,21,,,0.7513,5.31,,,8.3,0.1224,,,False,,24,3,0
086f0338-ae3b-449b-9464-5eb715a58efe,Informal/Rural Worker,17398.57,0.6014,11,,,0.6452,8.15,2.27,0.6574,,,,,False,,20,3,0
9814d1bf-d4ec-47d7-bddb-2fc7a9d9301a,First-time Borrower,40738.28,0.2748,15,,,0.6829,12.79,2.3,0.6061,,,,,True,585.0,17,3,1
abe876cb-c022-4cb4-8647-ca296ebf0c30,Small Merchant,111457.16,0.3009,23,250545.64,0.6422,,,,,4.87,0.1784,,,False,,18,3,0
ead6c541-ce77-4996-94ad-9fc830db5fe1,Small Merchant,95376.75,0.4933,20,179769.68,0.6146,0.6381,11.41,1.47,0.5848,1.83,0.2115,,,False,,14,5,1
d6a3b825-c5cd-40fb-a3e6-bb1f15a05096,Informal/Rural Worker,18354.37,0.5082,14,,,0.6242,11.33,2.99,0.6037,,,,,False,,16,3,1
e38c1dfa-f929-436a-811c-c1f7364feba1,First-time Borrower,40368.23,0.2351,15,,,0.6854,10.17,,,,,,,False,,19,2,0
9b2f3456-478b-45e0-b228-3302e04ca4c3,Gig Worker,43457.73,0.3269,23,,,,,2.23,0.966,,,21.95,-0.0045,False,,22,3,0
f57bf365-4822-4bb7-b3a7-9f06033db4e7,Small Merchant,174344.01,0.2076,29,403252.48,0.8663,0.8795,4.58,,,8.74,0.1035,,,False,,26,4,0
31afb724-aa2c-439b-8286-5f39f4f884ec,First-time Borrower,68700.1,0.1789,20,,,,,2.78,0.734,,,,,True,666.0,22,2,0
3e1ed7d6-f776-4cd6-82b2-13607e0d8a2e,Informal/Rural Worker,22594.75,0.3496,12,,,0.7522,7.48,2.57,0.6924,,,,,False,,25,3,0
39c51a02-953b-4d33-9f5d-0aa33ed93a57,First-time Borrower,34834.52,0.2619,14,,,0.491,17.42,,,,,,,True,440.0,7,2,0
5aca1412-e436-42ff-9c0a-e4e460b61570,Gig Worker,45782.19,0.2958,24,,,0.8002,11.09,2.63,0.7562,,,21.49,0.0571,False,,20,4,0
db7fcf3e-f239-4f71-b29c-dc3c2f7f9f12,Small Merchant,82689.15,0.3718,22,177735.6,0.728,0.5643,8.1,,,4.76,0.1302,,,False,,13,4,0
